1;172705;108.875000;3.865000;964.148987
2;31409;107.315002;2.242000;942.931030
3;200110;101.584000;9.865000;877.786011
4;32430;66.825897;3.149000;826.698975
5;30644;496.278015;90.222000;902.333984
6;59689;73.772697;1.918000;806.265991
7;286095;455.787994;56.715000;854.859985
8;12167;431.334991;32.462002;830.208984
9;180463;67.124397;2.923000;800.070984
10;48290;445.733002;47.926998;843.538025
11;235046;472.320007;75.334999;869.304993
12;21460;114.974998;3.445000;793.896973
13;262737;79.518700;4.974000;795.260010
14;158585;81.895599;3.168000;786.901978
15;986;422.075012;33.053001;811.098022
16;12157;73.979500;2.229000;777.966003
17;115415;407.283997;21.164000;793.403992
18;274502;60.207401;1.991000;770.591003
19;164469;418.276001;35.820000;800.731995
20;299333;52.621201;1.844000;765.979980
21;167454;53.262100;1.594000;765.392029
22;294090;67.178596;1.527000;764.793030
23;224254;41.404202;1.717000;764.737000
24;25792;104.470001;22.589001;782.940002
25;105810;70.449203;3.102000;763.385010
26;125473;451.653015;72.009003;831.296021
27;192568;590.012024;210.725998;969.297974
28;290146;458.187988;81.182999;835.192993
29;245861;466.726013;90.010002;843.442993
30;41318;496.106995;120.329002;871.885986
31;75007;474.419006;98.821999;850.015991
32;297439;398.618988;23.700001;773.536987
33;132093;142.447998;12.698000;759.916016
34;169512;111.817001;3.651000;748.312988
35;142350;435.843994;64.982002;806.706970
36;39164;60.368698;2.439000;739.393982
37;209123;72.141998;2.205000;739.140991
38;172652;470.161011;106.244003;834.078979
39;181963;47.952400;2.651000;728.742004
40;18605;71.671501;4.004000;729.921021
41;74144;458.804993;97.219002;820.390991
42;110567;434.691986;73.783997;795.599976
43;127819;453.041992;92.439003;813.645020
44;113502;78.969498;3.010000;723.513000
45;233969;66.190300;3.794000;723.768005
46;226944;51.934799;2.379000;722.146973
47;73697;65.228203;3.826000;723.130005
48;147623;418.019012;59.084999;776.952026
49;165538;450.187012;91.411003;808.963013
50;95796;116.053001;11.419000;728.731995
